pjid,pgpath,cttp,os,rcmdtype,openid,loccid,k,time
"train,flight,hotel,train,flight,hotel",/homepage/0,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0S4nCw8q2joMLbxV9aM1Z-4,391,"火车票,特价机票,附近酒店,六盘水到武汉的火车票,武汉到六盘水的机票,六盘水的酒店",2018-12-12 13:10:05
"train,flight,hotel,train,flight,hotel",/homepage/0,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0S4nCw8q2joMLbxV9aM1Z-4,391,"火车票,特价机票,附近酒店,六盘水到咸宁的火车票,咸宁到六盘水的机票,六盘水的酒店",2018-12-12 11:56:08
"train,flight,hotel,train,flight,hotel",/homepage/0,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0S4nCw8q2joMLbxV9aM1Z-4,391,"火车票,特价机票,附近酒店,六盘水到咸宁的火车票,咸宁到六盘水的机票,六盘水的酒店",2018-12-12 11:54:07
"train,flight,hotel,train,flight,hotel",/homepage/0,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0S4nCw8q2joMLbxV9aM1Z-4,391,"火车票,特价机票,附近酒店,安顺到咸宁的火车票,咸宁到安顺的机票,安顺的酒店",2018-12-11 07:47:58
"train,flight,hotel,train,flight,hotel",/homepage/0,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0S4nCw8q2joMLbxV9aM1Z-4,391,"火车票,特价机票,附近酒店,安顺到咸宁的火车票,咸宁到安顺的机票,安顺的酒店",2018-12-11 07:47:16
"train,flight,hotel,train,flight,hotel",/homepage/0,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0S4nCw8q2joMLbxV9aM1Z-4,391,"火车票,特价机票,附近酒店,六盘水到咸宁的火车票,咸宁到六盘水的机票,六盘水的酒店",2018-12-11 07:16:54
"train,flight,hotel,train,flight,hotel",/homepage/0,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0S4nCw8q2joMLbxV9aM1Z-4,391,"火车票,特价机票,附近酒店,六盘水到咸宁的火车票,咸宁到六盘水的机票,六盘水的酒店",2018-12-11 07:11:18
"train,flight,hotel,train,flight,hotel",/homepage/0,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0S4nCw8q2joMLbxV9aM1Z-4,321,"火车票,特价机票,附近酒店,六盘水到咸宁的火车票,咸宁到六盘水的机票,六盘水的酒店",2018-12-11 07:03:07
"train,flight,hotel,train,train,flight",/homepage/2,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0S4nZD1g2MO5KBRjvoqxJqU,145,"火车票,特价机票,附近酒店,秦皇岛到昆明的火车票,昆明到秦皇岛的火车票,秦皇岛到昆明的机票",2018-12-13 20:29:00
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0S4r73iKaLCBKUomS5AIjbc,391,"火车票,特价机票,附近酒店,温州到广州的机票,广州到温州的机票,广州的酒店",2018-12-11 00:11:04
"train,flight,hotel,hotel",/homepage/1,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 18:04:52
"train,flight,hotel,hotel",/homepage/1,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 18:04:07
"train,flight,hotel,hotel",/homepage/1,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 18:03:43
"train,flight,hotel,hotel",/homepage/1,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 18:02:39
"train,flight,hotel,hotel",/homepage/1,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 18:01:12
"train,flight,hotel,hotel",/homepage/1,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 18:00:37
"train,flight,hotel,hotel",/homepage/3,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 17:56:52
"train,flight,hotel,hotel",/homepage/1,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 17:56:30
"train,flight,hotel,hotel",/homepage/1,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 17:55:45
"train,flight,hotel,hotel",/homepage/1,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 17:55:24
"train,flight,hotel,hotel",/homepage/3,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 17:55:18
"train,flight,hotel,hotel",/homepage/3,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 17:54:41
"train,flight,hotel,hotel",/homepage/3,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 17:51:28
"train,flight,hotel,hotel",/homepage/3,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 17:47:16
"train,flight,hotel,hotel",/homepage/3,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 17:39:46
"train,flight,hotel,hotel",/homepage/2,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S5-QVnUp_a7lU805loxAC4,226,"火车票,特价机票,附近酒店,苏州的酒店",2018-12-13 17:34:55
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0S5DGrDFht9l-IDmLtmTXF8,null,"火车票,特价机票,附近酒店,上海到北京的机票",2018-12-12 00:32:56
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0S5DGrDFht9l-IDmLtmTXF8,null,"火车票,特价机票,附近酒店,上海到北京的机票",2018-12-12 00:32:14
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0S5GB77NSrXZWAHMFKZgHWc,221,"火车票,特价机票,附近酒店,常州到昭通的火车票,昭通到常州的火车票,常州到昭通的机票",2018-12-11 19:43:43
"train,flight,hotel,hotel,hotel",/homepage/3,"54,64,191,1,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0S5M9EZLUkEB2M578RCt-Ug,80,"火车票,特价机票,附近酒店,家园宾馆连锁(广州淘金地铁站店),广州的酒店",2018-12-11 08:55:45
"train,flight,hotel,bus,bus,hotel,scenery",/homepage/0,"54,64,191,111,112,16,82",1,"finderdefalut,finderdefalut,finderdefalut,bus,bus,bus,bus",o498X0S5eSCxsAvTX4eOSfUjDfEI,97,"火车票,特价机票,附近酒店,珠海到深圳的汽车票,深圳到珠海的汽车票,深圳的酒店,深圳的热门景区",2018-12-11 12:39:19
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0S5ifVtigBlnLYfN6E4nQiA,192,"火车票,特价机票,附近酒店,承德到张家界的火车票,张家界到承德的火车票,承德到张家界的机票",2018-12-13 20:52:17
"train,flight,hotel,bus,train,train",/homepage/2,"54,64,191,111,51,52",1,"finderdefalut,finderdefalut,finderdefalut,bus,train,train",o498X0S68C5bisWxIBew1dk2tzZk,325,"火车票,特价机票,附近酒店,达州到重庆的汽车票,重庆到成都的火车票,成都到重庆的火车票",2018-12-12 14:04:53
"train,flight,hotel,bus,train,train",/homepage/2,"54,64,191,111,51,52",1,"finderdefalut,finderdefalut,finderdefalut,bus,train,train",o498X0S68C5bisWxIBew1dk2tzZk,325,"火车票,特价机票,附近酒店,达州到重庆的汽车票,重庆到成都的火车票,成都到重庆的火车票",2018-12-12 14:03:53
"train,flight,hotel,flight,flight,hotel",/homepage/23,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0S6F1_zp01XgX2d-4oY1U8I,235,"火车票,特价机票,附近酒店,赣州到哈尔滨的机票,哈尔滨到赣州的机票,哈尔滨的酒店",2018-12-13 21:02:47
"train,flight,hotel,train",/homepage/0,"54,64,192,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0S6JFwHwZ5Jz5TPGKz0pja4,null,"火车票,特价机票,特价酒店,上海到北京的火车票",2018-12-12 17:22:36
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0S6LJKgce6kTHQa7KSDn_Mk,null,"火车票,特价机票,附近酒店,玉树到西宁的机票",2018-12-12 12:41:54
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",2,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0S6VhsJ2cj-H6pfEvojeEJM,390,"火车票,特价机票,附近酒店,金华到遵义的火车票,温州到遵义的机票,遵义到金华的火车票",2018-12-12 09:36:09
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",2,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0S6VhsJ2cj-H6pfEvojeEJM,390,"火车票,特价机票,附近酒店,金华到遵义的火车票,温州到遵义的机票,遵义到金华的火车票",2018-12-12 09:12:07
"train,flight,hotel,flight,hotel,scenery",/homepage/0,"54,64,191,61,16,82",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0S6jBK1Fq5QldLrJ7lpr0ys,37,"火车票,特价机票,附近酒店,蚌埠到长春的机票,长春的酒店,长春的热门景区",2018-12-11 00:04:26
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0S6m_XmQhOTcGXfT-U4KnIg,305,"火车票,特价机票,附近酒店,吕梁到无锡的火车票,无锡到吕梁的火车票,吕梁到无锡的机票",2018-12-12 12:45:57
"train,flight,hotel,train,bus,flight",/homepage/0,"54,64,191,51,111,61",1,"finderdefalut,finderdefalut,finderdefalut,train,bus,flight",o498X0S6r2AU6E1GEm1HyzFTVqpE,79,"火车票,特价机票,附近酒店,上海到北京的火车票,上海到北京的汽车票,上海到北京的机票",2018-12-13 12:37:24
"train,flight,hotel,train,bus,flight",/homepage/0,"54,64,191,51,111,61",1,"finderdefalut,finderdefalut,finderdefalut,train,bus,flight",o498X0S6r2AU6E1GEm1HyzFTVqpE,79,"火车票,特价机票,附近酒店,上海到北京的火车票,上海到北京的汽车票,上海到北京的机票",2018-12-13 12:33:38
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0S6r2AU6E1GEm1HyzFTVqpE,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-13 12:30:24
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0S6tkMKQi4kolhIsO3JcL-w,89,"火车票,特价机票,附近酒店,汕尾到潍坊的火车票,潍坊到汕尾的火车票,汕尾到潍坊的机票",2018-12-12 11:17:57
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",2,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0S7-TFHRHrnF1n4HzKwpkXA,317,"火车票,特价机票,附近酒店,西安到成都的火车票,西安到丽江的机票,成都到西安的火车票",2018-12-13 21:47:02
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0S76WinQYpId4dXjTyqfBGU,256,"火车票,特价机票,附近酒店,北京到盘锦的火车票,盘锦到北京的火车票,北京到盘锦的机票",2018-12-11 04:08:02
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0S7CaWUNvN8oyTrWYjYi-fg,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-11 16:13:09
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0S7F32PYIc5VzA6M-BqLSBo,226,"火车票,特价机票,附近酒店,上海到长春的火车票,长春到上海的火车票,上海到长春的机票",2018-12-13 05:14:28
"train,flight,hotel,hotel",/homepage/2,"54,64,191,16",1,"finderdefalut,finderdefalut,finderdefalut,global_hotel",o498X0S7Ju-GbJT6S-6zWGmFXrnM,144,"火车票,特价机票,附近酒店,廊坊的酒店",2018-12-11 00:34:22
"train,flight,hotel,flight,train,train",/homepage/1,"54,64,191,61,51,52",1,"finderdefalut,finderdefalut,finderdefalut,flight,train,train",o498X0S7KxQnkqYa6B7BN9ylVSPI,260,"火车票,特价机票,附近酒店,上海到北京的机票,上海到北京的火车票,北京到上海的火车票",2018-12-12 14:27:00
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0S7KxQnkqYa6B7BN9ylVSPI,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-12 14:17:56
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0S7KxQnkqYa6B7BN9ylVSPI,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-12 14:17:31
"train,flight,hotel,flight,train,flight,hotel,scenery,train",/homepage/23,"54,64,191,61,51,62,16,82,52",1,"finderdefalut,finderdefalut,finderdefalut,flight,train,flight,flight,flight,train",o498X0S7LoYzJ0ah-jl51OLgffUA,160,"火车票,特价机票,附近酒店,广州到昆明的机票,郑州到商丘的火车票,昆明到广州的机票,昆明的酒店,昆明的热门景区,商丘到郑州的火车票",2018-12-12 14:55:30
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",1,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0S7LoYzJ0ah-jl51OLgffUA,160,"火车票,特价机票,附近酒店,郑州到商丘的火车票,广州到昆明的机票,商丘到郑州的火车票",2018-12-12 14:52:02
"train,flight,hotel,flight,train",/homepage/1,"54,64,192,61,51",2,"finderdefalut,finderdefalut,finderdefalut,flight,train",o498X0S7O5mQGlVF7iuBH62eTvEs,null,"火车票,特价机票,特价酒店,郑州到昆明的机票,邯郸到石家庄的火车票",2018-12-11 11:29:44
"train,flight,hotel,hotel,hotel,train",/homepage/3,"54,64,191,1,1,51",2,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,train",o498X0S7ThXh1eDF6WOGDuVobtCI,224,"火车票,特价机票,附近酒店,南京鼎青公寓,格林豪泰(南京火车站店),南京到昆明的火车票",2018-12-13 20:44:32
"train,flight,hotel,hotel,hotel,train",/homepage/3,"54,64,191,1,1,51",2,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,train",o498X0S7ThXh1eDF6WOGDuVobtCI,224,"火车票,特价机票,附近酒店,南京鼎青公寓,格林豪泰(南京火车站店),南京到昆明的火车票",2018-12-13 20:38:51
"train,flight,hotel,flight,flight,hotel",/homepage/0,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0S7aklAXR-5kz5do7JYL838,78,"火车票,特价机票,附近酒店,广州到上海的机票,上海到广州的机票,上海的酒店",2018-12-13 01:27:01
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0S7oKomevB5Fb-pfwq3wI3U,156,"火车票,特价机票,附近酒店,西安到深圳的火车票,深圳到西安的火车票,西安到深圳的机票",2018-12-11 21:33:19
"train,flight,hotel,flight,train,train",/homepage/1,"54,64,191,61,51,52",1,"finderdefalut,finderdefalut,finderdefalut,flight,train,train",o498X0S82J6TgnQC4n1C7FD5ttmg,177,"火车票,特价机票,附近酒店,上海到北京的机票,上海到北京的火车票,北京到上海的火车票",2018-12-12 17:21:37
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0S8BmVzmGHL-xkbNWzyFfYw,58,"火车票,特价机票,附近酒店,莆田到重庆的火车票,重庆到莆田的火车票,莆田到重庆的机票",2018-12-12 12:26:27
"train,flight,hotel,train,flight,bus",/homepage/0,"54,64,191,52,61,112",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_bus",o498X0S8d9Y-sJB8iD7PAuMWAbWI,59,"火车票,特价机票,附近酒店,重庆到泉州的火车票,泉州到重庆的机票,重庆到泉州的汽车票",2018-12-13 13:29:12
"train,flight,hotel,train,flight,bus",/homepage/0,"54,64,191,52,61,112",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_bus",o498X0S8d9Y-sJB8iD7PAuMWAbWI,59,"火车票,特价机票,附近酒店,重庆到泉州的火车票,泉州到重庆的机票,重庆到泉州的汽车票",2018-12-13 13:26:19
"train,flight,hotel,train,flight,hotel",/homepage/0,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0S8d9Y-sJB8iD7PAuMWAbWI,59,"火车票,特价机票,附近酒店,重庆到泉州的火车票,泉州到重庆的机票,重庆的酒店",2018-12-13 12:28:27
"train,flight,hotel,train,flight,hotel",/homepage/2,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0S8d9Y-sJB8iD7PAuMWAbWI,59,"火车票,特价机票,附近酒店,重庆到泉州的火车票,泉州到重庆的机票,重庆的酒店",2018-12-13 12:27:38
"train,flight,hotel,train,flight,hotel",/homepage/0,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0S8d9Y-sJB8iD7PAuMWAbWI,59,"火车票,特价机票,附近酒店,重庆到泉州的火车票,泉州到重庆的机票,重庆的酒店",2018-12-13 12:27:08
"train,flight,hotel,flight,train,train",/homepage/1,"54,64,191,61,51,52",2,"finderdefalut,finderdefalut,finderdefalut,flight,train,train",o498X0S8lpqs2_5HqwYC5F8YRIIw,81,"火车票,特价机票,附近酒店,河源到南昌的机票,河源到南昌的火车票,南昌到河源的火车票",2018-12-11 20:47:18
"train,flight,hotel,flight,train,train,flight,hotel,scenery",/homepage/1,"54,64,191,61,51,52,62,16,82",2,"finderdefalut,finderdefalut,finderdefalut,flight,train,train,flight,flight,flight",o498X0S8lpqs2_5HqwYC5F8YRIIw,81,"火车票,特价机票,附近酒店,河源到南昌的机票,河源到南昌的火车票,南昌到河源的火车票,南昌到河源的机票,南昌的酒店,南昌的热门景区",2018-12-11 20:47:10
"train,flight,hotel,flight,flight,hotel",/homepage/0,"54,64,191,61,62,16",2,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0S8lstizwTOoQZOT1HwfryE,385,"火车票,特价机票,附近酒店,杭州到汉中的机票,汉中到杭州的机票,汉中的酒店",2018-12-11 18:07:42
"train,flight,hotel,train,flight,hotel",/homepage/0,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0S8ohIjYfcL1_CBuKImJ0eI,385,"火车票,特价机票,附近酒店,温州到嘉兴的火车票,嘉兴到温州的机票,温州的酒店",2018-12-12 11:47:18
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0S92937TmyWIqJaPl-UumTo,249,"火车票,特价机票,附近酒店,丹东到本溪的火车票,本溪到丹东的火车票,本溪的酒店",2018-12-12 16:12:19
"train,flight,hotel,hotel",/homepage/3,"54,64,191,1",1,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0S93rSH48BuHZ2BmiZM_k64,53,"火车票,特价机票,附近酒店,北京天虹家庭式酒店",2018-12-11 13:50:40
"train,flight,hotel,train",/homepage/0,"54,64,192,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0S97KX6-qSbKsJqmukxdhl8,null,"火车票,特价机票,特价酒店,上海到北京的火车票",2018-12-13 21:15:10
"train,flight,hotel,flight,train",/homepage/1,"54,64,191,61,51",1,"finderdefalut,finderdefalut,finderdefalut,flight,train",o498X0S9ByCjhYb6CKW629BiA_Kw,170,"火车票,特价机票,附近酒店,怀化到哈尔滨的机票,怀化到哈尔滨的火车票",2018-12-12 18:29:24
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0S9ByCjhYb6CKW629BiA_Kw,170,"火车票,特价机票,附近酒店,怀化到哈尔滨的火车票",2018-12-12 17:21:02
"train,flight,hotel,train,bus,train",/homepage/0,"54,64,191,51,111,52",1,"finderdefalut,finderdefalut,finderdefalut,train,bus,train",o498X0S9lEgUicd61akIlU0_Wn4w,140,"火车票,特价机票,附近酒店,沧州到北京的火车票,献县到北京的汽车票,北京到沧州的火车票",2018-12-11 18:08:32
"train,flight,hotel,bus,bus,hotel",/homepage/2,"54,64,191,111,112,16",1,"finderdefalut,finderdefalut,finderdefalut,bus,bus,bus",o498X0S9lEgUicd61akIlU0_Wn4w,140,"火车票,特价机票,附近酒店,献县到北京的汽车票,北京到献县的汽车票,北京的酒店",2018-12-11 17:54:12
"train,flight,hotel,hotel,hotel",/homepage/3,"54,64,191,1,1",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0S9nRdnwHn2IkuAVaPmhic0,98,"火车票,特价机票,附近酒店,田东汇鑫宾馆,田东云泰商务宾馆",2018-12-13 19:45:20
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0S9pCnk215wEabRyBSnvqPs,266,"火车票,特价机票,附近酒店,包头到赤峰的火车票,赤峰到包头的火车票,包头到赤峰的机票",2018-12-12 13:32:22
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0S9s1gHW75iVy4XjRZH0phI,324,"火车票,特价机票,附近酒店,成都到西安的火车票,西安到成都的火车票,成都到西安的机票",2018-12-11 04:04:37
"train,flight,hotel,hotel",/homepage/3,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0SA0zf2HDJj1AkgqOnyQDmc,192,"火车票,特价机票,附近酒店,武汉的酒店",2018-12-11 11:23:53
"train,flight,hotel,hotel",/homepage/3,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0SA0zf2HDJj1AkgqOnyQDmc,192,"火车票,特价机票,附近酒店,武汉的酒店",2018-12-11 11:19:45
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SA5CziSX9N6QGBAiv9o9Vw,null,"火车票,特价机票,附近酒店,成都到广州的火车票",2018-12-11 13:10:44
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",2,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0SA5G05eR7A4zQgrwSsv8WI,59,"火车票,特价机票,附近酒店,重庆到泉州的机票",2018-12-13 11:01:20
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",1,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0SA88oGXd_CJkCDKmftqFZw,51,"火车票,特价机票,附近酒店,合肥到上饶的火车票,贵阳到合肥的机票,上饶到合肥的火车票",2018-12-11 23:56:42
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SAGUAJlhTUuEceLLQsSkGA,115,"火车票,特价机票,附近酒店,黔东南到重庆的火车票,重庆到黔东南的火车票,黔东南到重庆的机票",2018-12-12 18:02:40
"train,flight,hotel,flight,flight,hotel",/homepage/23,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0SAJDNamJYeNei6vSSPp4zs,373,"火车票,特价机票,附近酒店,昆明到哈尔滨的机票,哈尔滨到昆明的机票,哈尔滨的酒店",2018-12-13 19:41:58
"train,flight,hotel,train",/homepage/0,"54,64,192,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SAMKDmtxomyRtjNCH5cl90,null,"火车票,特价机票,特价酒店,清远到长沙的火车票",2018-12-11 23:34:12
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SAQQWNA1ExYmK4LMNYpga8,91,"火车票,特价机票,附近酒店,深圳到北京的火车票,北京到深圳的火车票,深圳到北京的机票",2018-12-13 12:01:52
"train,flight,hotel,train,hotel,scenery",/homepage/0,"54,64,191,52,16,82",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SAXubnR5vny5cRTaKi6qIQ,69,"火车票,特价机票,附近酒店,商丘到郑州的火车票,商丘的酒店,商丘的热门景区",2018-12-11 15:17:48
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SAf1mLJzsatuevhU9mvh2k,108,"火车票,特价机票,附近酒店,来宾到重庆的火车票,重庆到来宾的火车票,来宾到重庆的机票",2018-12-12 19:18:59
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SAf1mLJzsatuevhU9mvh2k,108,"火车票,特价机票,附近酒店,来宾到重庆的火车票,重庆到来宾的火车票,来宾到重庆的机票",2018-12-12 19:18:41
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SAirXKE3CRmkvK8wDgL1Ho,62,"火车票,特价机票,附近酒店,宜春到漳州的火车票",2018-12-11 09:53:42
